"ID","Company Name","Company Address","Primary Contact","Change Contact","Notes"
"BCU01","Incontact Inc.","7730 S Union Park Avenue STE 500 Midvale Utah, USA 84047 800-363-6177","Jenny Sheppick provisioninggroupmailbox@nice.com P: 801-320-3447 F:","Lindsey VanAntwerp provisioninggroupmailbox@niceincontact.com P: 800-538-0904 F:","Please send all Requests through the new ROC process."
"QST01","Questar InfoComm Inc","P.O. Box 45433  Salt Lake City Utah, USA 84145-0433 801-324-4357","Dave Henderson Dave.Henderson@enbridge.com P: 801-324-1774 F: 801-324-5613","Dave Henderson Dave.Henderson@enbridge.com P: 801-324-1774 F: 801-324-5613",""
"TNT01","Incontact Inc.","7730 S Union Park Avenue STE 500 Midvale Utah, USA 84047 800-363-6177","Craig Patten craig.patten@incontact.com P: 8013203267 F: 800-310-6325","Craig Patten craig.patten@incontact.com P: 8013203267 F: 800-310-6325",""
"LYX01","Lynx Telecom LLC.","3022 Chesapeake Circle  South Jordan Utah, USA 84095 801-231-1463","Sean Angeletti sean@angelettienterprises.com P: 801-231-1463 F:","Sean Angeletti sean@angelettienterprises.com P: 801-231-1463 F:",""
"KLS01","Transaction Network Services","10740 Parkridge Boulevard, Suite 100  Reston Virginia, USA 20191 703-453-8500","Teresa Schoeb tschoeb@tnsi.com P: 7032628638 F:","Erica Swope eswope@tnsi.com P: 703-262-8667 F:","Please make note that Erica Swope will now be the primary contact for resporg changes etc..."
"LPS01","800 Response Information Services LLC","1795 Williston Road, Suite 200  South Burlington Vermont, USA 05403 802-860-0378","Heather Barrows tsdept@800response.com P: 802-383-0816 F: 844-210-1596","Heather Barrows tsdept@800response.com P: 802-383-0816 F: 844-210-1596",""
"IWL01","Kall8","417 2nd Ave West  Seattle Washington, USA 98119 206-479-2878","Joe Mullin joe.mullin@ringsquared.com P: 2018018111 F:","Routing Group Resporg roc@ringsquared.com P: 2064792322 F: 206-479-4429","Participating in ROC"
"RSA01","AccessLine Communications Corp.","3310 146th Pl SE  Bellevue Washington, USA 98007 206-381-2026","Mat Sutherland MSutherland@accessline.com P: 425-748-8335 F:","Claire Russell tfprocessing@intermedia.com P: 206-381-2026 F:","Status requests should be emailed to tfprocessing@accessline.com.  ALL toll free porting questions should be directed to the change contact. DO NOT send status request to the Primary contact"
"EVW01","Electric Lightwave/Integra Telecom","825 NE Multnomah St., Suite 1400  Portland Oregon, USA 97232 800-622-4354","Jim Retsinas jim.retsinas@integratelecom.com P: 503-953-7530 F: 503-953-7714","","All inquiries should go to enhancedservices@integratelecom.com for quickest reply."
"TGN01","BCN TELECOM INC","1200 Mount Kemble Ave  Morristown New Jersey, USA 07960 888-866-7266","Jeanette Toledo jtoledo@bcntele.com P: 561-998-3345 F:","Islande Revolus irevolus@bcntele.com P: 561-443-0991 F: 866-550-7507",""
"UNT01","Union Telephone Company","850 North State Highway 414  Mountain View Wyoming, USA 82939 307-782-6131","Tina Dellinger tinad@unionwireless.com P: 307-782-6131 F: 307-782-7111","Tina Dellinger tinad@unionwireless.com P: 307-782-6131 F: 307-782-7111",""
"EUS01","TELUS Corporation","10020 100 ST NW  8 Floor  Edmonton Alberta, Canada T5J 0N5 800-808-2604","Billy-Jo McBride BILLYJO.MCBRIDE@TELUS.COM P: 4033842831 F:","Billy-Jo McBride billyjo.mcbride@telus.com P: 4038611601 F:","All requests should be submitted via SOMOS Portal
Any overdue requests please email the following for prompt resolution:
RESPORG@telus.com;TRS@telus.com;billyjo.mcbride@telus.com"
"AMT01","AT&T","311 West Washington Floor 12  Chicago Illinois, USA 60606 888.509.9399","Adrian Raspberry ar2423@att.com P: 8885099399 F: 847-326-2255","","caller should advise representative they need to report a case of trouble on their toll free line"
"CNM01","Bell Canada","78 O'connor St. Floor 5 Ottawa Ontario, Canada K1P 1H1 800-663-8725","SADIA SZEGEDI sadia.szegedi@bell.ca P: 613-785-1812 F: 800-340-3555","Bell Canada Toll Free Provisioning ntfpc.ott@bell.ca P: 833-340-3008 F: 800-340-3555","Please send all RESPORG requests via ROC."
"UIN01","Transaction Network Services, Inc","4501 Intelco Loop  Lacey Washington, USA 98507 800-800-5443","Hunter Schwisow hschwisow@tnsi.com P: 360-486-2792 F: 360-923-3428","",""
"LGT01","Lumen Technologies","4650 Lakehurst Court  Dublin Ohio, USA 43016 800-860-1020","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","Lumen Portout resporg.outs@centurylink.com P: 6142150000 F:","Mass Port Out Requests that include spreadsheets should be sent via email to resporg.outs@centurylink.com."
"ATX01","AT&T","4565 Blake Road  Seville Ohio, USA 44273 800-222-3000","BILL Baldwin wbaldwin@att.com P: 800-544-6317 F:","BILL Baldwin wbaldwin@att.com P: 800-544-6317 F:","DO NOT EMAIL FORMS OR STATUS REQUESTS TO PRIMARY OR CHANGE CONTACTS Effective 6-30 AT&T will be accepting ROC requests via the FCC Mandate. For status requests please use ROC."
"WIL01","Verizon Business","6400 Weston Parkway  Cary North Carolina, USA 27513 800-828-4984","Leslie Tangeman-Beeson leslie.m.beeson@verizon.com P: 919-378-3658 F:","Leslie Tangeman-Beeson leslie.m.beeson@verizon.com P: 919-378-3658 F:",""
"EDS01","LDDS Metromedia","6929 N. Lakewood Ave. Suite 1 MD 32-209F  Tulsa Oklahoma, USA 74117 601-360-8600","Brian Bennett brian.l.bennett@eds.com P: 918-590-8230 F: 918-590-6333","Brian Bennett brian.l.bennett@eds.com P: 918-590-8230 F: 918-590-6333",""
"MCI01","MCI","6400 Weston Parkway  Cary North Carolina, USA 27513 800-888-1800","Leslie Tangeman-Beeson leslie.m.beeson@verizon.com P: 919-378-3658 F:","",""
"KSW01","Lumen Technologies","1025 Eldorado Blvd  Broomfield Colorado, USA 80021 877-453-8353","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","RespOrg Change wcgsms800@lumen.com P: 877-864-2309 F:","Please submit all requests via the ROC tool.
STATUS REQUESTS, PLEASE CALL 877-864-2309"
"ART01","iconectiv - formerly CSF, LLC","iconectiv 100 Somerset Corporate Blvd. Bridgewater New Jersey, USA 08807 732-699-6800","Melissa Avery mavery@iconectiv.com P: 732-699-4806 F:","Change Contact smschange-csf@iconectiv.com P: 732-356-6999 F:",""
"AET01","Logix Communications","2950 North Loop West 8th FLOOR Houston Texas, USA 77092 800-444-0258","Nancy Coria nancy.coria@logix.com P: 4697081576 F:","Nancy Coria nancy.coria@logix.com P: 4697081576 F:","*****ALL PORT REQUEST SHOULD BE FAXED TO 866-866-8262. MASS PORTS THAT INCLUDE SPREADSHEETS SEND VIA EMAIL TO DARIUS.SMITH@LOGIXCOM.COM"
"TUI01","Hypercube Networks, LLC","603 Munger Ave.  Suite 300  Dallas Texas, USA 75202 8886465227","Brandy Melton brandy.melton@46labs.com P: 2562763774 F:","Brandy Melton brandy.melton@46labs.com P: 2562763774 F:",""
"VVT01","Videotron Ltd","612 St-Jacques St.  Montreal Quebec, Canada H3C 4M8 514-380-4501","Réjean Couture rejean.couture@videotron.com P: 514-380-4189 F: 514-380-9122","Mélanie Cardin rejean.couture@videotron.com P: 514-380-4603 F: 514-380-9122",""
"MPC01","Mpower Communications","515 S. Flower Street 47 th floor Los Angeles California, USA 90071 702-310-7994","Tricia Crowder tcrowder@tpx.com P: 800-489-9874 F: 866-829-4423","Tricia Crowder tcrowder@tpx.com P: 800-489-9874 F: 866-829-4423",""
"PKC01","Paetec Communications","600 Willowbrook Office Park  Fairport New York, USA 14450 877-340-2555","Katie Tan katie.tan@windstream.com P: 585-340-2769 F:","Cheryl Pecorella WCI.8XXReleases@windstream.com P: 330-487-2900 F: 330-487-2900","All Resporg Change Requests and Inquiries must be sent to WCI.8XXReleases@windstream.com, or faxed to 330-487-2900. Thank you."
"UZL01","Telecom Management Group, Inc.","PO Box 1000  Naperville Illinois, USA 60566-1000 630-579-0058","Robert Blumberg bobb@telecomgroupinc.com P: 800-499-5912 x718 F: 888-730-5255","Gina Bavilacqua porting@telecomgroupinc.com P: 800-499-5912 x732 F: 888-398-9837",""
"MOT01","Monmouth Telephone & Telegraph","10 Drs James Parker Blvd Ste 110 Red Bank New Jersey, USA 07701 732-704-1000","David Satterthwaite resporg@monmouth.com P: 732-704-1000 F: 732-704-1012","",""
"WWT01","Inteliquent","550 West Adams St Suite 900 Chicago Illinois, USA 60661 888-511-4434","Mandy Cerise-Richards mcrichards@sinch.com P: 4065323611 F:","Mandy Cerise-Richards tollfree@sinch.com P: 4065323611 F:",""
"OET01","International Telecommunications Solutions Inc","9000 Sheridan St Suite #7 Pembroke Pines Florida, USA 33024 954-862-2249","George Gutierrez financedept@Dblexchange.com P: 506-210-9900 F: 506-220-2539","Dean Ward deanward@hotmail.com P: 954-862-2249 F: 954-337-2920",""
"IYM01","Intelemedia Communications Inc","500 North Central Expressway Ste 160 Plano Texas, USA 75074 972-994-0700","Corey Geloneck TFNRespOrg@intelemedia.com P: 972-498-9863 F:","Corey Geloneck TFNRespOrg@intelemedia.com P: 972-498-9863 F:","Do NOT email to TFNRespOrg@intelemedia.com unless it's an emergency, for RespOrg Change please use the SOMOS ROC system."
"OSG01","Proximiti Communications, Inc.","205 South Hoover Blvd Suite 300 Tampa Florida, USA 33609 8007047173","Zary Ranjandish zary@messagepro.com P: 8007047173 F:","Zary Ranjandish zary@messagepro.com P: 8007047173 F:",""
"YUI01","NobelBiz Inc.","5973 Avenida Encinas Suite 202 Carlsbad California, USA 92008 866 776 6235 ext 1101","Stefan Necula stefan.necula@nobelbiz.com P: 866-776-6235 ext 1101 F: 760-897-2114","Andrei Galeru tollfree@nobelbiz.com P: 800-601-7411 F: 760-557-2308",""
"PBQ01","Primus, a division of Bell Canada","3300 Bloor Street West Suite 801 Toronto Ontario, Canada M8X 2X2 4162077137","Diane Rego drego@primustel.ca P: 416-207-7108 F: 877-329-4127","Diane Rego drego@primustel.ca P: 416-207-7108 F: 877-329-4127","Port requests may be sent Via ROC. You may also email request to bizpiccare@primustel.ca"
"NUM01","Navigata, a division of Bell Canada","1210-200 Granville Street  Vancouver British Columbia, Canada V6C1S4 778-724-1457","Raquel Esguerra raquel.esguerra@distributel.ca P: 778-724-1457 F:","Raquel Esguerra raquel.esguerra@distributel.ca P: 778-724-1457 F:","Send all RESPORG requests via ROC/ We disconnect 3 weeks after release. If you need more time, please email us."
"DQP01","Telecon Communications Corp","4885 Riverside Dr, Suite 304  Macon Georgia, USA 31210 888-772-4724","LaManda Emory lamanda.emory@birch.com P: 478-476-1167 F:","LaManda Emory lamanda.emory@birch.com P: 478-476-1167 F:","****Please submit resp org change requests via our website at www.birch.com and click on the business relations link at the bottom.  Thanks ***"
"DJK01","TNCI","12150 MONUMENT DRIVE SUITE 700  FAIRFAX Virginia, USA 22033 8886465227","Brandy Melton brandy.melton@46labs.com P: 4695877137 F:","Brandy Melton brandy.melton@46labs.com P: 4695877137 F:",""
"BDL01","Bellsouth Long Distance","754 Peachtree Street  Atlanta Georgia, USA 30308 800-684-2174","Bill Baldwin wb1428@att.com P: 800-251-8149 F: 800-450-3701","","DO NOT EMAIL FORMS OR STATUS REQUESTS TO PRIMARY  OR CHANGE CONTACTS."
"GDG01","ANI Networks","250 Pilot Rd. Suite 220 Las Vegas Nevada, USA 89119 702-547-8786","Jeannie DiPuccio smstollfree@aninetworks.com P: 877-264-7264 F:","Jeannie DiPuccio smstollfree@aninetworks.com P: 877-264-7264 F:",""
"WKE01","Granite Telecommunications LLC","100 Newport Avenue EXT.  Quincy Massachusetts, USA 02171 866-847-5500","Gregory Geis GGeis@granitenet.com P: 6178374608 F:","Gregory Geis GGeis@granitenet.com P: 6178374608 F:",""
"GHI01","Unipoint Services Inc","4210 CORONADO AVE  STOCKTON California, USA 95204 800-511-9048","Debbie Tutt bounceback@somos.com P: 209-926-3202 F: 209-444-3536","Debbie Tutt bounceback@somos.com P: 209-926-3202 F: 209-444-3536","Please send all port outs to AMSUPPORT@TNCII.COM"
"HHG01","Enghouse Interactive Inc.","7300 RR 2222 Bldg III,  Suite 400 Austin Texas, USA 78730 650-618-0498","Robert Thigpin robert.thigpin@enghouse.com P: 6027892729 F: 650-618-0498","ROC Enghouse - Lifesize lifesize.fcc@enghouse.com P: 15127660566 F:",""
"BFN01","Big River Telephone LLC","24 S Minnesota Ave  Cape Girardeau Missouri, USA 63702 573-651-3373","KENDRA FIGLIOLO kendra.figliolo@i3broadband.com P: 5733883778 F:","Becky Snell rebecca.snell@i3broadband.com P: 573-651-3373 F: 573-651-3605",""
"JSS01","Lumen Technologies","1305 E. Algonquin Rd  Arlington Heights Illinois, USA 60005 877-453-8353","Christian Aguilar christian.aguilar@lumen.com P: 7208881563 F:","Level 3 RespOrg wcgsms800@level3.com P: 877-864-2309 F: 720-567-0061",""
"UYT01","Teligence (US) Inc.","1045 Howe Street Suite 300 Vancouver British Columbia, Canada V6Z 2A9 877-883-5638","Ted Serne ted.serne@teligence.net P: 604-290-2032 F: 604-200-8706","Ted Serne ted.serne@teligence.net P: 604-290-2032 F: 604-200-8706",""
"IJK01","JPMorgan Chase Bank, NA","TELECOM PAYMENT OPERATIONS, 1111 POLARIS PKWY # OH COLUMBUS OH 43240-2031 Columbus Ohio, USA 43240-2031 614-213-0020","Charu Atv charu.atv@jpmorgan.com P: 6142130020 F:","Charu Atv charu.atv@jpmorgan.com P: 6142130020 F:",""
"FPE01","Opentext Inc","2950 S Delaware Street Suite 400 Bay Meadows Station 3 Building San Mateo California, USA 94403-2580 877-490-3185","Lori Cooke lsantiag@opentext.com P: 7326523647 F:","Change Contact resporg@opentext.com P: 877-490-3183 F: 866-362-1795","Over 25 numbers must be submitted in an excel file via email to resporg@opentext.com."
"FJT01","First Digital Telecom","90 S 400 West Suite M-100 Salt Lake City Utah, USA 84101 801-456-1000","Mindy Willes mwilles@firstdigital.com P: 801-456-1039 F: 801-456-1010","Mindy Willes mwilles@firstdigital.com P: 801-456-1039 F: 801-456-1010",""
"OOZ01","Inteliquent","800 Kensington Suite 204 Missoula Montana, USA 59847 8886622497","Mandy Cerise-Richards tollfreenotify@inteliquent.com P: 888-511-4434 Opt. 3 F:","ROC Admin tollfreenotify@inteliquent.com P: 4065323611 F:",""
"GFF01","Televergence Solutions, Inc.","643 South Olive Street Suite 787 Los Angeles California, USA 90014 800-286-1700","David Deutsch ddeutsch@tsicorp.net P: 646-502-4010 F:","Toll Free Helpdesk tollfree@tsicorp.net P: 6465024010 F:",""
"MKN01","Micronesian Telecommunications","MTC Lower Base Saipan Northern Mariana Islands, USA 96950 671-922-4445","Kimberly Gogue kimberly.gogue@itehq.net P: 6719224445 F:","Kimberly Gogue kimberly.gogue@itehq.net P: 671-922-4445 F: 671-649-7001",""
"JZZ01","Voip Dialing, Inc","4080 Paradise Rd #15-246  Las Vegas Nevada, USA 89169 855-834-2546","Ben Navon ben@voipdialing.com P: 702-8340000 F: 866-678-4249","Ben Navon ben@voipdialing.com P: 702-8340000 F: 866-678-4249",""
"GKL01","Grand Circle Travel","347 Congress Street  Boston Massachusetts, USA 02110 617-350-7500","Kevin Hazzard khazzard@oattravel.com P: 617-346-6488 F:","",""
"DYR01","Bulletins Inc","39252 Winchester Rd Suite 107-259 Murrieta California, USA 92563 714-740-3000","Paul Brooks paul@dialaround.pro P: 714-740-3000 F: 714-740-3000","Paul Brooks paul@dialaround.pro P: 714-740-3000 F: 714-740-3000",""
"OFT01","Intermetro Communications Inc","2685 Park Center Dr. Bldg A Simi Valley California, USA 93065 805-433-8000","Chris Fogel chris.fogel@intermetro.net P: 805-433-8000 F: 805-582-1006","Provisioning User ordering@intermetro.net P: 805-433-8000 F: 805-582-1006","Updated the resporg contact to sumeet account which has provisioning @ intermetro"
"FHT01","1800FORINFO","24 North Swinton Ave  Delray Beach Florida, USA 33444 561-243-6968","Kirk Joseph inventwow@gmail.com P: 561-243-6968 F: 561-243-8199","Kirk Joseph inventwow@gmail.com P: 561-243-6968 F: 561-243-8199",""
"VML01","Grasshopper Group, LLC","197 1st Avenue Suite 200 Needham Massachusetts, USA 02494 800-820-8210","Kristine Amandolare kristine.amandolare@goto.com P: 508-414-2044 F:","Resporg Admin resporg@grasshopper.com P: 888-431-6800 F: 800-405-7519",""
"JJJ01","Commercial LT Baroda, SA","7801 NW 37th Street  Miami Florida, USA 33166 866-870-7060","George Gutierrez chris@fusionperfect.com P: 866-870-7060 F:","Dean Ward deanw@ititel.com P: 800-972-9631 F: 954-337-2920",""
"QZA01","Resporgs.com","33 Regency Drive  Poughkeepsie New York, USA 12603 800-627-5383","Bill Quimby billquimby@billquimby.net P: 800-627-5383 x800 F: 800-329-0095","Rita B. Thorn rita@tollfreenumbers.com P: 4156925242 F: 415-692-5242",""
"GYC01","iGEM Communications LLC dba Globalgig","706 W Ben White Blvd #250B Austin Texas, USA 70734 8444835474","Michelle Finnen Michelle.Finnen@globalgig.com P: 352-505-4139 F: 877-294-8848","Michelle Finnen Michelle.Finnen@globalgig.com P: 352-505-4139 F: 877-294-8848","FAX Forms for GYC01 requests to 877-294-8848 or email Provisioning@globalgig.com"
"HOT01","Sigecom","6045 Wedeking Avenue  Evansville Indiana, USA 47715 866-976-7800","Tami Martin tami.martin@wowinc.com P: 706-533-8676 F:","","Please send all change requests to sms800@wowinc.com"
"KWN01","Grande Communications Networks, Inc","401 Carlson Circle  San Marcos Texas, USA 78666 800-200-3694","Dave Gray resporg.department@rcn.net P: 512-878-5610 F:","",""
"KOK01","Call Delivery Systems, LLC","8619 Washington Blvd  Culver City California, USA 90232 800-888-4559","Scott Richards trish@calldeliverysystems.com P: 8008884559 F: 800-888-4559","Scott Richards trish@calldeliverysystems.com P: 8008884559 F: 800-888-4559",""
"VJC01","Custom Teleconnect Inc","6242 W Desert Inn Rd  Las Vegas Nevada, USA 89146 702-368-3324","Ryan Crowder ryanc@customteleconnect.com P: 702-368-3324 F: 702-368-0363","Ryan Crowder ryanc@customteleconnect.com P: 702-368-3324 F: 702-368-0363",""
"OJB01","Cbeyond Inc","320 Interstate North Parkway SE Suite 300 Atlanta Georgia, USA 30339 888-424-5100","Robin Kendrick-Krind robin.krind@fusionconnect.com P: 478-405-3818 F:","WALTER SIMONTON tollfreeinquiries@fusionconnect.com P: 478-475-9800 X 6187 F:",""
"QQA01","GLOBALINX, formerly TMC Communications","115 Gateway Drive  Macon Georgia, USA 31210 866-424-5100","Robin Kendrick-Krind robin.krind@fusionconnect.com P: 478 405-3818 F:","Curtisa Shinholster tollfreeinquiries@fusionconnect.com P: 478 475-9800 F:",""
"BZY01","BCMONE","521 5th Ave 14th Floor New York New York, USA 10175 888-543-2000","Adriana Moran csrrequest@bcmone.com P: 212-849-2246 F:","Adriana Moran csrrequest@bcmone.com P: 212-849-2246 F:",""
"QEQ01","Cox Communications","11941 N Pennsylvania Ave  Oklahoma City Oklahoma, USA 73120 1-844-366-3762 OPT 3","Donnice Robinson donnice.robinson@cox.com P: 8443663762 F:","Donnice Robinson donnice.robinson@cox.com P: 8443663762 F:","Please submit all request via the SOMOS ROC tool.

Regarding a rejection of a toll-Free request, please submit your questions to ROCLNPCB@cox.com"
"RVE01","GoDaddy","100 S. Mill Ave Suite 1600 Tempe Arizona, USA 85281 800-477-1477","Doug Haeger dhaeger@godaddy.com P: 8004771477 F:","",""
"KUB01","Shepher Corporation","16027 Ventura Blvd Ste 400 Encino California, USA 91436 818-700-7000","Ofer Shepher richard@lifealert.com P: 818-700-7000 F: 818-922-3370","Ofer Shepher richard@lifealert.com P: 818-700-7000 F: 818-922-3370",""
"JFX01","Inteliquent","One North Wacker Drive Suite 2500 Chicago Illinois, USA 60606 888-511-4434","Mandy Cerise-Richards tollfree@sinch.com P: 888-511-4434 F:","Mandy Cerise-Richards tollfree@sinch.com P: 4065323611 F:",""
"KZA01","SoVerNet Inc","150 Pioneer Dr  Williston Vermont, USA 05495 833-484-0404","Mary Buehrer mbuehrer@firstlight.net P: 6037661052 F: 603-766-0288","Customer Service VoicePort@firstlight.net P: 888-832-4976 F:",""
"UFO01","Telesmart","1285 West Broadway  Vancouver British Columbia, Canada V6H 3X8 503-539-3303","Brian Lynott blynott@telesmart.com P: 503-539-3303 F: 503-961-8611","Brian Lynott blynott@telesmart.com P: 503-539-3303 F: 503-961-8611",""
"RYT01","FoxTel Telecom LLC","3558 Round Barn Blvd Suite 200 Santa Rosa California, USA 95403 877-369-8355","Alanna Grecco agreco@foxteltelecom.com P: 877-369-8355 F:","Alanna Grecco agreco@foxteltelecom.com P: 877-369-8355 F:",""
"OAK01","OnCall RespOrg Svcs","407 W. Main St  Endicott New York, USA 13760 800-986-2501","Eddie Sieradzki support@oncallresporgsvcs.com P: 800-986-2501 F: 877-200-5572","Lisa Miller support@oncallresporgsvcs.com P: 607-748-3849 F: 877-200-5572",""
"KDB01","Airespring Inc","7800 Woodley Ave  Van Nuys California, USA 91406 888-899-2789","Jennifer Gemmell jen.gemmell@airespring.com P: 818-738-1992 F:","Katherine Soto tollfree@airespring.com P: 818-786-8990 X 284 F: 888-899-2928","TO CHECK STATUS PLEASE CALL 8187868990 X 277  
Please send port out requests directly to tollfree@airespring.com"
"JWS01","WireStar Communications, Inc","PO Box 39785  Philadelphia Pennsylvania, USA 19106 800-947-3782","Ed Dye wirestar@mail.com P: 800-947-3782 F: 888-329-9473","Ed Dye wirestar@mail.com P: 800-947-3782 F: 888-329-9473","ROC accepted."
"HDS01","Line Systems Inc","1645 West Chester Pike Suite 200 West Chester Pennsylvania, USA 19382 610-355-9700","Stephanie Kasubski skasubski@telesystem.us P: 419-724-3857 F:","Resporg Changes carriermgmt@telesystem.us P: 610-355-9700 F:","EMAIL all Resporg change requests to carriermgmt@telesystem.us. Status requests and rejections can be emailed to Primary Contact listed otherwise specified. DO NOT FAX."
"QVF01","Teleperformance","5295 South Commerce Drive Suite 600 Murray Utah, USA 84107 8012580109","Lance Worthington lance.worthington@teleperformance.com P: 614-219-5352 F:","Lance Worthington lance.worthington@teleperformance.com P: 614-219-5352 F:",""
"YHN01","800ForAll.com","100 Somerset Corporate Blvd  Bridgewater New Jersey, USA 08807 732-699-6800","Melissa Avery mavery@iconectiv.com P: 732-699-4806 F:","Mike Gilbert mgilbert@iconectiv.com P: 7326994732 F:","Entity YH*** participates in the ROC process and would prefer to receive 
port request via the ROC system.  The 8MS system (www.8msweb.com) 
supports ROC and provides a mechanism to integrate ROC into your normal 
provisioning process."
"HXT01","Hawaiian Telcom, Inc","1177 Bishop Street  Honolulu Hawaii, USA 96813 808-643-4662","Blake Uramoto blake.uramoto@hawaiiantel.com P: 808-546-3663 F: 808-546-8878","",""
"DWN01","AVOXI","300 Galleria Pkwy SE Suite 1040 Atlanta Georgia, USA 30339 770-937-9735","Breanna Layte avoxi-port-out@avoxi.com P: 7709379735 F:","Breanna Layte avoxi-port-out@avoxi.com P: 7709379735 F:","AVOXI provides telecommunications and VoIP solutions including: toll free services, call recording, call termination, Cloud PBXs, call center solutions, toll free and local numbers worldwide, and more."
"WFF01","The Boulevard Entertainment, Inc.","1415 W Magnolia Blvd Suite 202 Burbank California, USA 91506 818-840-6969","Connie Binyon connie@blvdent.com P: 818-840-6969 F: 818-840-7008","Connie Binyon connie@blvdent.com P: 818-840-6969 F: 818-840-7008",""
"FVD01","Toll Free Express, Inc.","3745 San Antonio Rd  Yorba Linda California, USA 92886 714-809-7859","Jerell Goodman fvd01resporg@gmail.com P: 714-809-7859 F: 949-301-7859","Jerell Goodman jerell.goodman@gmail.com P: 714-809-7859 F: 949-833-2205",""
"MYR01","Mayfair Communication, Inc.","732 Chestnut Street  Philadelphia Pennsylvania, USA 19106 800-629-3247","Ed Dye mayfair@post.com P: 800-629-3247 F: 877-629-3247","Ed Dye mayfair@post.com P: 800-629-3247 F: 877-629-3247","Submitting LOAs using ROC preferred."
"MJC01","Micktel Corp","9011 Mira Mesa Blvd #200  San Diego California, USA 92126 619-921-2901","David T. Sprouse davids@micktel.com P: 877-642-5835 F: 561-658-8486","David T. Sprouse davids@micktel.com P: 877-642-5835 F: 561-658-8486",""
"WLS01","BCM One, Inc.","PO Box 32833  Charlotte North Carolina, USA 28232 954-227-1700","Jamaica Ongtawco jongtawco@bcmone.com P: 9548004841 F:","Jamaica Ongtawco jongtawco@bcmone.com P: 9548004841 F:",""
"DXS01","PHONE.COM, INC.","184 SOUTH LIVINGSTON AVENUE #9-222  LIVINGSTON New Jersey, USA 07039 800-998-7087","Yaron Globus yglobus@phone.com P: 845-596-6194 F:","Phonecom Porting porting@phone.com P: 800-998-7087 F: 858-777-9888",""
"RBI01","RingCentral, Inc.","20 Davis Drive  Belmont California, USA 94402 800-725-2730","Phillip Davila phillip.davila@ringcentral.com P: 7209905631 F: 720-990-5631","Phillip Davila phillip.davila@ringcentral.com P: 7209905631 F: 720-990-5631",""
"RHL01","Porting.com DBA ATLaaS","1285 West Broadway  Vancouver British Columbia, Canada V6H 3X8 800-767-8464","Sara Hutchinson shutchinson@numhub.com P: 800porting F: 541-593-2090","",""
"FZF01","FlexTel LLC","300 Yorktown Plaza  Elkins Park Pennsylvania, USA 19027 800-353-9835","Craig Klein flextel@mail.com P: 800-353-9835 F: 888-353-9835","Craig Klein flextel@mail.com P: 800-353-9835 F: 888-353-9835",""
"JGL01","1 WIRE","2657 French Roast Place  Henderson Nevada, USA 89052 310-738-2500","Jin Ra jinra@1wire.co P: 310-738-2500 F: 702-857-8222","Jin Ra jinra@1wire.co P: 310-738-2500 F: 702-857-8222","Please email all Resp Org Change requests to jr@vivacore.net.  Please attach a soft copy of the list of Toll Free Numbers you want released."
"HLK01","Unilink Telcom, Inc","PO Box 40114  Philadephia Pennsylvania, USA 19106 800-864-5465","Ed Dye unilink@email.com P: 800-864-5465 F: 877-864-5465","Ed Dye unilink@email.com P: 800-864-5465 F: 877-864-5465","ROC LOAs okay."
"HRH01","Teltana","332 S Michigan Avenue STE. 1032,  DEPT. S165 Chicago Illinois, USA 60604 872-256-2563","Bernard Sonnenschein jim@teltana.com P: 872-256-2563 F: 312-577-1577","Bernard Sonnenschein jim@teltana.com P: 872-256-2563 F: 312-577-1577","We are NOT using the ROC system"
"RLC01","Rogers Communications Canada Inc.","2235 Sheppard Avenue East Atria II Suite 600 Toronto Ontario, Canada M2J 5G1 800-496-4401","Abhinav Ghimire Abhinav.Ghimire@rci.rogers.com P: 3688879028 F:","Kathleen Henry kathleen.henry@rci.rogers.com P: 416-718-7494 F:","**Note**  Please use resporgs@rci.rogers.com email"
"HPL01","Inteliquent","One North Wacker Drive Suite 2500 Chicago Illinois, USA 60606 8885114434","Mandy Cerise-Richards tollfree@sinch.com P: 4065323611 F:","ROC Access tollfree@sinch.com P: 406-532-3611 F:",""
"JLO01","iProbe Multilingual Solutions, Inc.","5 West 36th Suite 402 New York New York, USA 10018 212-489-6035","Julie Setbon setbon@iprobesolutions.com P: 212-489-6035 F: 212-202-4790","Julie Setbon setbon@iprobesolutions.com P: 212-489-6035 F: 212-202-4790",""
"HQH01","Bodition","332 S Michigan Avenue STE. 1032,  DEPT. S165 Chicago Illinois, USA 60604 872-256-2563","Bernard Sonnenschein mary@bodition.com P: 872-256-2563 F: 312-577-1577","Bernard Sonnenschein mary@bodition.com P: 872-256-2563 F: 312-577-1577","We are NOT using the ROC system"
"JQN01","Callture, Inc","2800 Skymark Ave Suite 402 Mississauga Ontario, Canada L4W 5A6 905-804-9111","Siva Sanmuga resporg@callture.com P: 6472585271 F: 905-804-9888","Zuly Ortegon Resporg@callture.com P: 905-804-9111 F: 702-789-0148",""
"JVX01","Distributel Communications Limited","177 Nepean St.  Ottawa Ontario, Canada K2P 0B4 613-237-7662","Sarah Reilly tollfree@distributel.ca P: 613-317-7191 F: 613-237-7009","Sarah Reilly tollfree@distributel.ca P: 613-317-7191 F: 613-237-7009",""
